city,timestamp,temperature,season
New York,2010-04-10,7.131942538210911,spring
New York,2010-04-11,10.598684905306948,spring
New York,2010-04-12,13.395822872848697,spring
New York,2010-04-13,13.446465937477306,spring
New York,2010-04-14,11.567875322039166,spring
New York,2010-04-15,11.599262652434188,spring
New York,2010-04-16,11.112600779208508,spring
New York,2010-04-17,15.13501425581399,spring
New York,2010-04-18,1.9207236768758111,spring
New York,2010-04-19,8.29352414384304,spring
New York,2010-04-20,4.8563314976591645,spring
New York,2010-04-21,11.22866005645531,spring
New York,2010-04-22,22.356177208196776,spring
New York,2010-04-23,10.570722615428307,spring
New York,2010-04-24,13.521514574645934,spring
New York,2010-04-25,4.1974403971570435,spring
New York,2010-04-26,14.867386801532234,spring
New York,2010-04-27,5.692119019884907,spring
New York,2010-04-28,11.446274046252894,spring
New York,2010-04-29,12.239607971310583,spring
New York,2010-04-30,3.1895330701781477,spring
New York,2010-05-01,16.311607809343926,spring
New York,2010-05-02,4.148697347061981,spring
New York,2010-05-03,0.21541354490053521,spring
New York,2010-05-04,5.796020506228718,spring
New York,2010-05-05,-0.8589410317287545,spring
New York,2010-05-06,10.00317171476815,spring
New York,2010-05-07,8.812201598510573,spring
New York,2010-05-08,9.125089712197612,spring
New York,2010-05-09,17.52885024959588,spring
New York,2010-05-10,15.142128602760312,spring
New York,2010-05-11,20.214834779073485,spring
New York,2010-05-12,12.895856790465206,spring
New York,2010-05-13,11.713647230105101,spring
New York,2010-05-14,11.735131267787871,spring
New York,2010-05-15,2.0374403090636015,spring
New York,2010-05-16,11.17957183626517,spring
New York,2010-05-17,12.974890024543267,spring
New York,2010-05-18,4.85746823709372,spring
New York,2010-05-19,14.513575924008263,spring
New York,2010-05-20,22.257232721234903,spring
New York,2010-05-21,3.383323945203971,spring
New York,2010-05-22,16.483637301546167,spring
New York,2010-05-23,9.954982882142296,spring
New York,2010-05-24,14.292088896038434,spring
New York,2010-05-25,5.417154439724055,spring
New York,2010-05-26,15.0437540416068,spring
New York,2010-05-27,3.3698997470435623,spring
New York,2010-05-28,1.6498651132845072,spring
New York,2010-05-29,13.082066972131411,spring
New York,2010-05-30,12.487347185785401,spring
New York,2010-05-31,10.574189389838814,spring
New York,2010-06-01,35.6826916004705,summer
New York,2010-06-02,25.09250552793254,summer
New York,2010-06-03,28.433920377171937,summer
New York,2010-06-04,21.22844739449473,summer
New York,2010-06-05,23.265347350010874,summer
New York,2010-06-06,31.254523799811125,summer
New York,2010-06-07,23.103100856224795,summer
New York,2010-06-08,19.85926857185924,summer
New York,2010-06-09,19.097642863663843,summer
New York,2010-06-10,22.74671945518022,summer
New York,2010-06-11,30.370796036051942,summer
New York,2010-06-12,27.78984562853233,summer
New York,2010-06-13,40.68390253505563,summer
New York,2010-06-14,18.519526502890713,summer
New York,2010-06-15,27.119032348347847,summer
New York,2010-06-16,30.06631890697875,summer
New York,2010-06-17,26.639301265673335,summer
New York,2010-06-18,20.665777538603482,summer
New York,2010-06-19,26.141677631224645,summer
New York,2010-06-20,18.890155874687075,summer
New York,2010-06-21,13.64049906346019,summer
New York,2010-06-22,29.875348655823696,summer
New York,2010-06-23,24.76883468263348,summer
New York,2010-06-24,25.329358335995895,summer
New York,2010-06-25,21.603068451064637,summer
New York,2010-06-26,26.49487379720802,summer
New York,2010-06-27,28.990033469038085,summer
New York,2010-06-28,22.705854783364785,summer
New York,2010-06-29,32.32626765446419,summer
New York,2010-06-30,25.91040032318353,summer
New York,2010-07-01,15.1513234348103,summer
New York,2010-07-02,27.220428059078206,summer
New York,2010-07-03,21.715391297145466,summer
New York,2010-07-04,24.458030420105057,summer
New York,2010-07-05,30.098337739285235,summer
New York,2010-07-06,19.64588578053698,summer
New York,2010-07-07,31.464971010177216,summer
New York,2010-07-08,24.294260072290268,summer
New York,2010-07-09,18.15285979088672,summer
New York,2010-07-10,18.31240673080222,summer
New York,2010-07-11,25.21296787229629,summer
New York,2010-07-12,23.450474790598026,summer
New York,2010-07-13,22.309033993058453,summer
New York,2010-07-14,22.099338199012312,summer
New York,2010-07-15,35.99634080724968,summer
New York,2010-07-16,17.997857893568664,summer
New York,2010-07-17,23.395221739282086,summer
New York,2010-07-18,11.651161928883472,summer
New York,2010-07-19,21.12901132870072,summer
New York,2010-07-20,28.11441180023389,summer
New York,2010-07-21,33.87145397853479,summer
New York,2010-07-22,15.350644597593327,summer
New York,2010-07-23,28.85768494768974,summer
New York,2010-07-24,23.289852510990734,summer
New York,2010-07-25,30.65435191660096,summer
New York,2010-07-26,24.40325518110547,summer
New York,2010-07-27,29.109317241670304,summer
New York,2010-07-28,30.522540181068877,summer
New York,2010-07-29,33.271593952799044,summer
New York,2010-07-30,21.704857529813175,summer
New York,2010-07-31,29.009349765929933,summer
New York,2010-08-01,21.778929684314132,summer
New York,2010-08-02,22.51553883282257,summer
New York,2010-08-03,18.802272681209935,summer
New York,2010-08-04,32.425173784820636,summer
New York,2010-08-05,27.656170327525825,summer
New York,2010-08-06,18.915382039692894,summer
New York,2010-08-07,18.808635108127913,summer
New York,2010-08-08,30.82441376495214,summer
New York,2010-08-09,23.480502650859858,summer
New York,2010-08-10,28.574555923936227,summer
New York,2010-08-11,36.307864663235236,summer
New York,2010-08-12,24.22730275573011,summer
New York,2010-08-13,21.311650499703624,summer
New York,2010-08-14,28.59531429048767,summer
New York,2010-08-15,27.461134551173313,summer
New York,2010-08-16,26.58593177043284,summer
New York,2010-08-17,19.762447624116653,summer
New York,2010-08-18,27.50817241605025,summer
New York,2010-08-19,25.890784889558564,summer
New York,2010-08-20,19.963270795549974,summer
New York,2010-08-21,18.36412853940486,summer
New York,2010-08-22,18.561278908970728,summer
New York,2010-08-23,19.548928838381556,summer
New York,2010-08-24,33.023624074132236,summer
New York,2010-08-25,30.25960853424106,summer
New York,2010-08-26,29.17366456915145,summer
New York,2010-08-27,31.057127101289154,summer
New York,2010-08-28,16.7561631703366,summer
New York,2010-08-29,21.489770813135596,summer
New York,2010-08-30,21.89969934815971,summer
New York,2010-08-31,28.681770516361198,summer
New York,2010-09-01,12.441575151755474,autumn
New York,2010-09-02,17.24245911025768,autumn
New York,2010-09-03,6.9592009213079695,autumn
New York,2010-09-04,15.950502339252635,autumn
New York,2010-09-05,27.953432401522306,autumn
New York,2010-09-06,10.730248161553062,autumn
New York,2010-09-07,25.25342183411225,autumn
New York,2010-09-08,14.65782482513695,autumn
New York,2010-09-09,21.474960584494927,autumn
New York,2010-09-10,12.863897112231664,autumn
New York,2010-09-11,17.860097577039518,autumn
New York,2010-09-12,21.435169079155873,autumn
New York,2010-09-13,16.09656241043025,autumn
New York,2010-09-14,12.75533790224307,autumn
New York,2010-09-15,11.134564853176919,autumn
New York,2010-09-16,14.805520850970781,autumn
New York,2010-09-17,12.668699630030188,autumn
New York,2010-09-18,17.03962360196697,autumn
New York,2010-09-19,11.754770803831363,autumn
New York,2010-09-20,11.857037507221815,autumn
New York,2010-09-21,18.399000014759896,autumn
New York,2010-09-22,15.900809838512073,autumn
New York,2010-09-23,13.224480075395842,autumn
New York,2010-09-24,16.901527785952805,autumn
New York,2010-09-25,21.1136258915662,autumn
New York,2010-09-26,5.290009750418406,autumn
New York,2010-09-27,19.24787236363869,autumn
New York,2010-09-28,14.786975364020197,autumn
New York,2010-09-29,19.654963371217804,autumn
New York,2010-09-30,17.49580904941088,autumn
New York,2010-10-01,18.193592694785817,autumn
New York,2010-10-02,29.976133765320114,autumn
New York,2010-10-03,6.33254457003264,autumn
New York,2010-10-04,13.868476932315613,autumn
New York,2010-10-05,13.059317957532363,autumn
New York,2010-10-06,13.853550740937639,autumn
New York,2010-10-07,18.804940764042303,autumn
New York,2010-10-08,16.981181791137843,autumn
New York,2010-10-09,0.7487869585384814,autumn
New York,2010-10-10,11.11221726536387,autumn
New York,2010-10-11,14.399650108402438,autumn
New York,2010-10-12,13.603072232732337,autumn
New York,2010-10-13,23.322914248094406,autumn
New York,2010-10-14,10.081199236331178,autumn
New York,2010-10-15,10.520154409022318,autumn
New York,2010-10-16,4.726155121526002,autumn
New York,2010-10-17,16.495206459960208,autumn
New York,2010-10-18,21.363933944876045,autumn
New York,2010-10-19,19.915699577777154,autumn
New York,2010-10-20,6.245464350310527,autumn
New York,2010-10-21,22.635209756308942,autumn
New York,2010-10-22,20.98519325125019,autumn
New York,2010-10-23,11.697500768031531,autumn
New York,2010-10-24,13.76711043029646,autumn
New York,2010-10-25,8.437156218597341,autumn
New York,2010-10-26,6.836262681310458,autumn
New York,2010-10-27,8.405943638051795,autumn
New York,2010-10-28,22.99894614557502,autumn
New York,2010-10-29,19.65957472421284,autumn
New York,2010-10-30,17.62009720414519,autumn
New York,2010-10-31,9.893357455102656,autumn
New York,2010-11-01,4.126398604960272,autumn
New York,2010-11-02,10.283195331736568,autumn
New York,2010-11-03,20.44306060381959,autumn
New York,2010-11-04,10.137922841972557,autumn
New York,2010-11-05,25.43342531657304,autumn
New York,2010-11-06,13.59116641500673,autumn
New York,2010-11-07,12.778889121202456,autumn
New York,2010-11-08,17.34301677312333,autumn
New York,2010-11-09,17.787836162083885,autumn
New York,2010-11-10,13.609387264189033,autumn
New York,2010-11-11,3.6095504031880843,autumn
New York,2010-11-12,7.952682000705995,autumn
New York,2010-11-13,19.016576623061855,autumn
New York,2010-11-14,18.48596901806817,autumn
New York,2010-11-15,10.65573210597506,autumn
New York,2010-11-16,18.32855637021815,autumn
New York,2010-11-17,20.86273333906407,autumn
New York,2010-11-18,3.389486524730147,autumn
New York,2010-11-19,18.87258798959909,autumn
New York,2010-11-20,13.075321571630658,autumn
New York,2010-11-21,22.680040654696754,autumn
New York,2010-11-22,15.487542685094448,autumn
New York,2010-11-23,20.259712783391006,autumn
New York,2010-11-24,19.30947067898579,autumn
New York,2010-11-25,20.413943403360626,autumn
New York,2010-11-26,13.125027882849352,autumn
New York,2010-11-27,12.803115139646165,autumn
New York,2010-11-28,18.309561928931497,autumn
New York,2010-11-29,23.24529310687374,autumn
New York,2010-11-30,17.275915439169925,autumn
New York,2010-12-01,3.2256266554799846,winter
New York,2010-12-02,-1.1762174488247048,winter
New York,2010-12-03,3.5908467832405866,winter
New York,2010-12-04,-1.58763723829396,winter
New York,2010-12-05,-0.32991538093650025,winter
New York,2010-12-06,-1.6905199750273348,winter
New York,2010-12-07,2.7601120137413204,winter
New York,2010-12-08,7.838362071650055,winter
New York,2010-12-09,7.710690923508874,winter
New York,2010-12-10,7.932351097448659,winter
New York,2010-12-11,-15.603802980966234,winter
New York,2010-12-12,1.0814683353534988,winter
New York,2010-12-13,-10.999665119488302,winter
New York,2010-12-14,3.937811644420222,winter
New York,2010-12-15,8.62069913640585,winter
New York,2010-12-16,-8.156508186703327,winter
New York,2010-12-17,-1.186315464506564,winter
New York,2010-12-18,-3.732458160267246,winter
New York,2010-12-19,-5.285834914619366,winter
New York,2010-12-20,-3.7669374846401675,winter
New York,2010-12-21,1.0529768309039036,winter
New York,2010-12-22,5.836402233481528,winter
New York,2010-12-23,-2.5714128878367615,winter
New York,2010-12-24,5.231638821419727,winter
New York,2010-12-25,6.444547432240304,winter
New York,2010-12-26,0.48556863654375565,winter
New York,2010-12-27,-4.679916779159145,winter
New York,2010-12-28,-2.7718427386304514,winter
New York,2010-12-29,1.1839445301566307,winter
New York,2010-12-30,-2.8355190145784306,winter
New York,2010-12-31,4.757527953981467,winter
New York,2011-01-01,0.6210634495552512,winter
New York,2011-01-02,3.5014965611256814,winter
New York,2011-01-03,-7.3050229485365294,winter
New York,2011-01-04,-3.884201541424856,winter
New York,2011-01-05,-1.616676077892212,winter
New York,2011-01-06,-2.7566636620663774,winter
New York,2011-01-07,8.400994310750004,winter
New York,2011-01-08,4.076331387603074,winter
New York,2011-01-09,-1.0616267478974584,winter
New York,2011-01-10,-5.5518006211306625,winter
New York,2011-01-11,2.7782188932712515,winter
New York,2011-01-12,7.980848206256461,winter
New York,2011-01-13,1.4334250723789252,winter
New York,2011-01-14,5.570447547851101,winter
New York,2011-01-15,4.909863062499381,winter
New York,2011-01-16,4.604636177715403,winter
New York,2011-01-17,-1.2554350371639724,winter
New York,2011-01-18,1.547291064040518,winter
New York,2011-01-19,3.674782741873799,winter
New York,2011-01-20,1.5345762937754088,winter
New York,2011-01-21,-4.125799336006236,winter
New York,2011-01-22,-8.13970425418521,winter
New York,2011-01-23,0.3306950093007859,winter
New York,2011-01-24,2.0520198951949418,winter
New York,2011-01-25,-5.40003928369997,winter
New York,2011-01-26,2.1585102340006,winter
New York,2011-01-27,2.2319459559750774,winter
New York,2011-01-28,0.6502851708560671,winter
New York,2011-01-29,6.630724744948466,winter
New York,2011-01-30,-7.187128867327601,winter
New York,2011-01-31,9.775047179156996,winter
New York,2011-02-01,-1.2246777367027153,winter
New York,2011-02-02,1.9342069351938849,winter
New York,2011-02-03,-1.4682369022536363,winter
New York,2011-02-04,-8.625595729452929,winter
New York,2011-02-05,-2.480584735173847,winter
New York,2011-02-06,6.7332469591721,winter
New York,2011-02-07,12.31917364600464,winter
New York,2011-02-08,0.4621566053131562,winter
New York,2011-02-09,-9.560904321293691,winter
New York,2011-02-10,5.903108320554109,winter
New York,2011-02-11,-6.456242479433765,winter
New York,2011-02-12,-5.297915384160675,winter
New York,2011-02-13,-3.576191162459537,winter
New York,2011-02-14,-11.049406073321983,winter
New York,2011-02-15,0.34426189940774765,winter
New York,2011-02-16,-3.8467200379407074,winter
New York,2011-02-17,-5.013847380305139,winter
New York,2011-02-18,-13.460362004550554,winter
New York,2011-02-19,2.212397033742949,winter
New York,2011-02-20,3.4364785924984744,winter
New York,2011-02-21,-3.3367078277153213,winter
New York,2011-02-22,3.526300880788652,winter
New York,2011-02-23,-6.2183812631354805,winter
New York,2011-02-24,10.062263146729114,winter
New York,2011-02-25,3.3262847888268245,winter
New York,2011-02-26,-12.358138149275607,winter
New York,2011-02-27,0.26060300279291937,winter
New York,2011-02-28,2.1094120929276157,winter
New York,2011-03-01,9.287136804275136,spring
New York,2011-03-02,4.474051316593341,spring
New York,2011-03-03,12.307213420873754,spring
New York,2011-03-04,17.898570608498815,spring
New York,2011-03-05,14.685117743507014,spring
New York,2011-03-06,7.495505593975942,spring
New York,2011-03-07,5.6916571738312625,spring
New York,2011-03-08,8.854903946989884,spring
New York,2011-03-09,5.428359966148879,spring
New York,2011-03-10,6.301588937928608,spring
New York,2011-03-11,8.987631223931844,spring
New York,2011-03-12,12.019352526128214,spring
New York,2011-03-13,15.238219343572936,spring
New York,2011-03-14,23.61235706928077,spring
New York,2011-03-15,9.609549042776893,spring
New York,2011-03-16,13.257942787600454,spring
New York,2011-03-17,6.575138127021898,spring
New York,2011-03-18,18.364009550964028,spring
New York,2011-03-19,0.45140472771319473,spring
New York,2011-03-20,16.24737765329466,spring
New York,2011-03-21,0.8579637680223389,spring
New York,2011-03-22,7.249686923999821,spring
New York,2011-03-23,-0.27247269378943884,spring
New York,2011-03-24,3.0261863956244106,spring
New York,2011-03-25,10.299932249415454,spring
New York,2011-03-26,5.174428131805104,spring
New York,2011-03-27,14.190658319987351,spring
New York,2011-03-28,7.307057326737807,spring
New York,2011-03-29,5.050325185029684,spring
New York,2011-03-30,16.43541927535513,spring
New York,2011-03-31,8.486552419460892,spring
New York,2011-04-01,13.733436087009874,spring
New York,2011-04-02,-0.4100860636844139,spring
New York,2011-04-03,9.402696380103265,spring
New York,2011-04-04,11.051452952763475,spring
New York,2011-04-05,11.59682218380181,spring
New York,2011-04-06,11.099872835430444,spring
New York,2011-04-07,10.783719427261072,spring
New York,2011-04-08,-0.04779132748091186,spring
New York,2011-04-09,7.702537733461462,spring
New York,2011-04-10,12.237513741797274,spring
New York,2011-04-11,10.350035571721195,spring
New York,2011-04-12,12.99852328864773,spring
New York,2011-04-13,9.546070861302546,spring
New York,2011-04-14,4.824151535334856,spring
New York,2011-04-15,8.838681900695297,spring
New York,2011-04-16,13.774848998782314,spring
New York,2011-04-17,10.352557595975012,spring
New York,2011-04-18,7.449664843855032,spring
New York,2011-04-19,15.11727319130459,spring
New York,2011-04-20,10.887838629776395,spring
New York,2011-04-21,11.594780735888339,spring
New York,2011-04-22,15.526213309319497,spring
New York,2011-04-23,7.4233738292489155,spring
New York,2011-04-24,10.27869958277679,spring
New York,2011-04-25,16.441249238784444,spring
New York,2011-04-26,4.9523726241447354,spring
New York,2011-04-27,18.455435493440298,spring
New York,2011-04-28,11.50808432252296,spring
New York,2011-04-29,6.0188129411044615,spring
New York,2011-04-30,10.661702453118249,spring
New York,2011-05-01,0.6488942588909943,spring
New York,2011-05-02,19.68276349553605,spring
New York,2011-05-03,11.878627826946456,spring
New York,2011-05-04,15.179759602144783,spring
New York,2011-05-05,10.409455679769952,spring
New York,2011-05-06,4.484363739150961,spring
New York,2011-05-07,15.302369147639363,spring
New York,2011-05-08,14.610794499281809,spring
New York,2011-05-09,9.09336802036395,spring
New York,2011-05-10,10.407814346578354,spring
New York,2011-05-11,8.901824494534265,spring
New York,2011-05-12,0.6996537532466434,spring
New York,2011-05-13,17.700298406800243,spring
New York,2011-05-14,7.753331983561104,spring
New York,2011-05-15,16.19760678919849,spring
New York,2011-05-16,6.478682677158187,spring
New York,2011-05-17,-1.8774650795103636,spring
New York,2011-05-18,8.966402762336461,spring
New York,2011-05-19,9.589009412197532,spring
New York,2011-05-20,-2.1507582551534874,spring
New York,2011-05-21,18.4470007009025,spring
New York,2011-05-22,14.218871986487695,spring
New York,2011-05-23,14.27539982683411,spring
New York,2011-05-24,3.8096418122166797,spring
New York,2011-05-25,9.370188854945898,spring
New York,2011-05-26,5.806760822512082,spring
New York,2011-05-27,3.4035314028929555,spring
New York,2011-05-28,7.813080672828933,spring
New York,2011-05-29,16.055155791381356,spring
New York,2011-05-30,9.911635361160604,spring
New York,2011-05-31,2.8198924916266037,spring
New York,2011-06-01,30.404434027699367,summer
New York,2011-06-02,24.373767415154855,summer
New York,2011-06-03,36.219042973822475,summer
New York,2011-06-04,26.887374898818862,summer
New York,2011-06-05,30.845100529993154,summer
New York,2011-06-06,27.958595633305542,summer
New York,2011-06-07,24.814391272663844,summer
New York,2011-06-08,21.197772022208756,summer
New York,2011-06-09,20.17217576788957,summer
New York,2011-06-10,17.850447301803666,summer
New York,2011-06-11,23.478754150960523,summer
New York,2011-06-12,22.51015182412475,summer
New York,2011-06-13,28.83676584595875,summer
New York,2011-06-14,30.749680996286298,summer
New York,2011-06-15,38.728582759322414,summer
New York,2011-06-16,26.406210037926776,summer
New York,2011-06-17,28.95810057936627,summer
New York,2011-06-18,27.778575179632902,summer
New York,2011-06-19,23.00701232912336,summer
New York,2011-06-20,21.326908251626683,summer
New York,2011-06-21,26.917530895450774,summer
New York,2011-06-22,24.46695027246809,summer
New York,2011-06-23,31.48473804065422,summer
New York,2011-06-24,23.83931143525858,summer
New York,2011-06-25,35.34681078524058,summer
New York,2011-06-26,30.234160094910937,summer
New York,2011-06-27,32.061469373370464,summer
New York,2011-06-28,19.360676024353644,summer
New York,2011-06-29,24.053160550504835,summer
New York,2011-06-30,18.345617218536248,summer
New York,2011-07-01,19.381869922721158,summer
New York,2011-07-02,27.23140621736396,summer
New York,2011-07-03,34.36371101680348,summer
New York,2011-07-04,30.643125112045297,summer
New York,2011-07-05,23.116991811122652,summer
New York,2011-07-06,26.088791494206923,summer
New York,2011-07-07,25.326690070094518,summer
New York,2011-07-08,30.21641510794923,summer
New York,2011-07-09,26.157323454785896,summer
New York,2011-07-10,29.600366834451133,summer
New York,2011-07-11,23.780537360446576,summer
New York,2011-07-12,19.15326596195841,summer
New York,2011-07-13,22.93922889967518,summer
New York,2011-07-14,17.077561019951396,summer
New York,2011-07-15,22.007231767537036,summer
New York,2011-07-16,19.225213247553455,summer
New York,2011-07-17,28.01384371584595,summer
New York,2011-07-18,28.314060793040625,summer
New York,2011-07-19,27.62391631479575,summer
New York,2011-07-20,29.129209878608904,summer
New York,2011-07-21,14.63570781835153,summer
New York,2011-07-22,27.59564386621016,summer
New York,2011-07-23,23.739917399011272,summer
New York,2011-07-24,28.75357051235953,summer
New York,2011-07-25,30.66880788805873,summer
New York,2011-07-26,14.407418376507437,summer
New York,2011-07-27,24.99271415716621,summer
New York,2011-07-28,16.765321135754917,summer
New York,2011-07-29,33.41421138867758,summer
New York,2011-07-30,30.211307413356806,summer
New York,2011-07-31,17.950648485598354,summer
New York,2011-08-01,17.640371045777098,summer
New York,2011-08-02,23.01448195762161,summer
New York,2011-08-03,29.585635607029523,summer
New York,2011-08-04,25.224187480987563,summer
New York,2011-08-05,20.79572162118602,summer
New York,2011-08-06,22.950571368223997,summer
New York,2011-08-07,26.296299325745554,summer
New York,2011-08-08,22.328686055979944,summer
New York,2011-08-09,23.898018713746495,summer
New York,2011-08-10,27.275815887053227,summer
New York,2011-08-11,29.11571776667691,summer
New York,2011-08-12,23.495276477393332,summer
New York,2011-08-13,30.570574577284525,summer
New York,2011-08-14,18.57948948466369,summer
New York,2011-08-15,27.976176663481343,summer
New York,2011-08-16,25.160977246438424,summer
New York,2011-08-17,19.8819481982987,summer
New York,2011-08-18,24.63369528765067,summer
New York,2011-08-19,26.383902013081862,summer
New York,2011-08-20,16.235376967577377,summer
New York,2011-08-21,24.77461200918427,summer
New York,2011-08-22,25.05368136600058,summer
New York,2011-08-23,29.70867653581976,summer
New York,2011-08-24,22.653150162458317,summer
New York,2011-08-25,29.32048299598791,summer
New York,2011-08-26,27.63314662429951,summer
New York,2011-08-27,24.84472544949887,summer
New York,2011-08-28,27.390554847373135,summer
New York,2011-08-29,25.61017759961204,summer
New York,2011-08-30,25.818469977030638,summer
New York,2011-08-31,28.186603605818497,summer
New York,2011-09-01,19.088027839493854,autumn
New York,2011-09-02,18.07709398533795,autumn
New York,2011-09-03,10.583951114602112,autumn
New York,2011-09-04,14.406926183526924,autumn
New York,2011-09-05,16.2278762120556,autumn
New York,2011-09-06,18.55207307900962,autumn
New York,2011-09-07,17.799567912583587,autumn
New York,2011-09-08,13.617571861241975,autumn
New York,2011-09-09,12.027644957471212,autumn
New York,2011-09-10,11.956471112609089,autumn
New York,2011-09-11,19.55511447344687,autumn
New York,2011-09-12,13.895021606838068,autumn
New York,2011-09-13,20.528230337411213,autumn
New York,2011-09-14,25.285920464542393,autumn
New York,2011-09-15,8.128554709254534,autumn
New York,2011-09-16,11.547535209864275,autumn
New York,2011-09-17,10.134058171329432,autumn
New York,2011-09-18,20.982135865661757,autumn
New York,2011-09-19,25.862864750023064,autumn
New York,2011-09-20,9.943064607002004,autumn
New York,2011-09-21,23.53811280294084,autumn
New York,2011-09-22,1.1631873465361924,autumn
New York,2011-09-23,14.116239343368704,autumn
New York,2011-09-24,11.9064087870707,autumn
New York,2011-09-25,20.830024078871006,autumn
New York,2011-09-26,10.51227449786056,autumn
New York,2011-09-27,7.227478645786435,autumn
New York,2011-09-28,18.74211533801011,autumn
New York,2011-09-29,12.31210702206661,autumn
New York,2011-09-30,16.72797714029373,autumn
New York,2011-10-01,6.935962411740178,autumn
New York,2011-10-02,11.8639020365733,autumn
New York,2011-10-03,7.541754125945356,autumn
New York,2011-10-04,9.110481271851528,autumn
New York,2011-10-05,18.764496711561783,autumn
New York,2011-10-06,7.123652039934304,autumn
New York,2011-10-07,5.648930332019358,autumn
New York,2011-10-08,14.650055195179426,autumn
New York,2011-10-09,12.029775635798913,autumn
New York,2011-10-10,1.5124292722662602,autumn
New York,2011-10-11,19.33610648605357,autumn
New York,2011-10-12,18.904206644163786,autumn
